source_name,source_number,permit_number,permit_type,permit_type2,line1_addr,city_text,zip_cd,latitude,longitude
Hattenhauer Distributing Co.,30-9527,30-9527-22-01,22,G5,710 HERMISTON AVE W,HERMISTON,97838,45.8408,-119.3011
"Leathers Enterprises, Incorporated",30-9529,30-9529-22-01,22,G5,1655 N 1ST ST,HERMISTON,97838,45.8536,-119.2906
"Coleman Oil Company, LLC",30-9541,30-9541-22-01,22,G5,55 W ELM,HERMISTON,97838,45.849,-119.2914
"Coleman Oil Company, LLC",30-9542,30-9542-22-01,22,G5,78133 Highway 207,HERMISTON,97838,45.8043,-119.3195
Devin Oil Co. Inc.,30-9543,30-9543-22-01,22,G5,1430 N 1ST,HERMISTON,97838,45.8514,-119.2898
Devin Oil Co. Inc.,30-9544,30-9544-22-01,22,G5,32553 E PUNKIN CENTER RD,HERMISTON,97838,45.8638,-119.2261
"Space Age Fuel, Inc.",30-9559,30-9559-22-01,22,G5,77522 S HWY. 207,HERMISTON,97875,45.7827,-119.3246
"MO.MM, LLC",30-9560,30-9560-22-02,22,G5,28810 STAFFORD HANSEL RD,HERMISTON,97838-7150,45.7951,-119.3977
"MO.MM, LLC",30-9561,30-9561-22-02,22,G5,1295 NW 11TH ST,HERMISTON,97838-6682,45.8441,-119.311
"MO.MM, LLC",30-9562,30-9562-22-02,22,G5,1050 S HIGHWAY 395,HERMISTON,97383,45.8326,-119.2845
"Peterkort Roses, L.L.C.",34-0001,34-0001-11-01,11,G2,11815 SW HILLSBORO HWY,HILLSBORO,97123,45.4704,-122.9917
Hillsboro Landfill Inc.,34-0004,34-0004-ST-01,ST,ST,3205 SE MINTER BRIDGE ROAD,HILLSBORO,97123,45.493,-122.97
"SunPower Manufacturing Oregon, LLC",34-0010,34-0010-SI-01,SI,SI,4050 NE Evergreen Rd,Hillsboro,97124-1839,45.55,-122.9727
AGC Electronics America,34-0016,34-0016-SI-01,SI,SI,4375 NW 235TH AVE,HILLSBORO,97124-5852,45.5509,-122.9184
Dynic USA Corp.,34-0017,34-0017-SI-01,SI,SI,4750 NE DAWSON CREEK DR,HILLSBORO,97124,45.5467,-122.9327
Tata Communications (US) Inc.,34-0022,34-0022-18-01,18,G2,21101 NW EVERGREEN PKWY,HILLSBORO,97124,45.5469,-122.8937
Qorvo US,34-0055,34-0055-ST-01,ST,ST,2300 NE BROOKWOOD PKWY,HILLSBORO,97124,45.5413,-122.9374
International Paper,34-0058,34-0058-SI-01,SI,SI,5582 NE Huffman St,Hillsboro,97124,45.557,-122.9224
Bretthauer Oil Company,34-0065,34-0065-17-01,17,G1,453 SW WASHINGTON ST,HILLSBORO,97123-3945,45.5215,-122.9949
"CoorsTek, Inc.",34-0067,34-0067-ST-01,ST,ST,555 NE 53RD,HILLSBORO,97124,45.5264,-122.9293
West Coast Coffee Company,34-0079,34-0079-16-01,16,G1,21400 NW Mauzey Rd,Hillsboro,97124,45.5669,-122.8981
Qorvo US,34-0080,34-0080-18-01,18,G2,2300 NE BROOKWOOD PKWY,HILLSBORO,97124,45.5413,-122.9374
Flexential Colorado Corp.,34-0083,34-0083-18-01,18,G2,3935 NE Aloclek Ct,Hillsboro,97124,45.5227,-122.9904
Clean Water Services,34-0096,34-0096-18-01,18,G2,SW CORNER OF NE CORNELL & BROOKWOOD PKWY,HILLSBORO,97124,45.5323,-122.9382
Evers Auto Body and Painting,34-0112,34-0112-27-01,27,G1,155 SW FREEMAN AVE,HILLSBORO,97123-3801,45.5222,-122.998
Ammcon Corp.,34-0113,34-0113-25-01,25,G1,21450 NW WEST UNION RD,HILLSBORO,97124-8523,45.5706,-122.8985
"Aero Air, LLC",34-0117,34-0117-27-01,27,G1,2050 NE 25TH AVE,HILLSBORO,97124-5964,45.5397,-122.9571
Wilson Sporting Goods Co.,34-0122,34-0122-BS-01,BS,BS,6850 NE CAMPUS WAY,HILLSBORO,97124,45.5314,-122.9147
Kaiser Foundation Health Plan of the Northwest dba Kaiser Permanente,34-0133,34-0133-18-01,18,G2,10055 NE Venetian Drive,Hillsboro,97124,45.5385,-122.8794
City of Hillsboro,34-0142,34-0142-18-01,18,G2,30575 NW EVERGREEN RD,HILLSBORO,97124-1855,45.5498,-122.9919
"Davis Tool, Inc.",34-0144,34-0144-SI-01,SI,SI,3740 NE Aloclek Drive,Hillsboro,97124,45.5416,-122.8934
West Union Sun Foods LLC,34-0147,34-0147-23-01,23,G4,6301 NW CORNELIUS PASS RD,HILLSBORO,97112,45.5656,-122.8945
"Linde Inc., A Corporation of Delaware",34-0150,34-0150-11-01,11,G2,4655 NE 59th Ave,Hillsboro,97124-5879,45.5541,-122.9194
Quantum Global Technologies LLC,34-0152,34-0152-SI-01,SI,SI,8055 NE Jacobson St,Hillsboro,97124,45.5648,-122.8986
"Stack Infrastructure, Inc.",34-0157,34-0157-SI-01,SI,SI,3145 NE BROOKWOOD PKWY,HILLSBORO,97124-5303,45.5471,-122.9287
Washington County,34-0175,34-0175-18-01,18,G2,215 SW ADAMS AVE,HILLSBORO,97123-3874,45.5212,-122.9914
"Reser's Fine Foods, Inc.",34-0176,34-0176-BS-01,BS,BS,6999 NW CENTURY BLVD,HILLSBORO,97124-8528,45.5645,-122.9183
"Stack Infrastructure, Inc.",34-0183,34-0183-SI-01,SI,SI,8135 NE Evergreen Pkwy,Hillsboro,97124,45.5509,-122.9207
Beaver Ventures LLC,34-0186,34-0186-SI-01,SI,SI,6675 NE 62ND AVE,HILLSBORO,97123,45.6781,-122.9183
Oregon Health and Science University,34-0187,34-0187-11-01,11,G2,505 NW 185TH AVENUE,HILLSBORO,97006,45.4772,-122.8094
Oregon Health and Science University,34-0189,34-0189-18-01,18,G2,505 NW 185TH AVENUE,HILLSBORO,97006,45.5235,-122.8674
Mackenzies Motor Co.,34-0192,34-0192-BS-01,BS,BS,205 SE 3RD AVENUE,HILLSBORO,97123,45.521,-122.9865
Colorwheels Northwest Corporation,34-0201,34-0201-BS-01,BS,BS,2704 SE 39TH LOOP STE 105,HILLSBORO,97123,45.4984,-122.9438
"Bruce Chevrolet, Inc.",34-0202,34-0202-BS-01,BS,BS,1084 SW OAK STREET,HILLSBORO,97123,45.5181,-123.0019
"Scottie's Auto Body, Inc.",34-0203,34-0203-BS-01,BS,BS,503 SW BASELINE STREET,HILLSBORO,97123,45.5206,-122.9961
Caliber Holdings Corporation,34-0213,34-0213-BS-01,BS,BS,960 SW OAK ST,HILLSBORO,97123-3856,45.5189,-123.0005
Reedville Body & Paint Co.,34-0220,34-0220-BS-01,BS,BS,1679 NW CORNELIUS PASS RD,HILLSBORO,97124,45.5302,-122.8997
"United Parcel Service, Inc.",34-0221,34-0221-22-01,22,G5,7230 NE CENTURY BLVD,HILLSBORO,97124,45.5357,-122.9118
"QTS Investment Properties Hillsboro, LLC",34-0222,34-0222-ST-01,ST,ST,4951 NE Huffman St,Hillsboro,97124,45.5571,-122.9272
ColorAll LLC,34-0231,34-0231-BS-01,BS,BS,1171 SE TV HWY,HILLSBORO,97123,45.5227,-122.9904
"7-Eleven, Inc.",34-0232,34-0232-23-01,23,G4,5456 NE BROOKWOOD PKWY,HILLSBORO,97124,45.5465,-122.9313
"Central Auto Body, LLC",34-0234,34-0234-BS-01,BS,BS,5757 NE CORNELIUS PASS RD,HILLSBORO,97124,45.5609,-122.8979
"NTT Global Data Centers HI, LLC",34-0235,34-0235-ST-01,ST,ST,4050 NE Evergreen Road,Hillsboro,97124,45.55,-122.9727
KoMiCo Hillsboro LLC,34-0238,34-0238-SI-01,SI,SI,6231 NE Croeni Ave,Hillsboro,97124,45.5649,-122.9056
Flexential Colorado Corp,34-0241,34-0241-SI-01,SI,SI,5737 NE Huffman Street,Hillsboro,97124,45.557,-122.9227
"OSRAM Opto Semiconductor, Inc.",34-0243,34-0243-SI-01,SI,SI,9025 NE VON NEUMANN DR,HILLSBORO,97006,45.5312,-122.8862
Jewett-Cameron Seed Company,34-2510,34-2510-15-01,15,G1,31345 NW BEACH RD,HILLSBORO,97124,45.5886,-122.9931
Permapost Products Co.,34-2580,34-2580-SI-01,SI,SI,4205 SE Witch Hazel Road,HILLSBORO,97123,45.5006,-122.9408
Longbottom Coffee & Tea Inc.,34-2750,34-2750-16-01,16,G1,4893 NW 235th St Ste 100,HILLSBORO,97124,45.5551,-122.9183
Clean Water Services,34-2753,34-2753-ST-01,ST,ST,3235 SW RIVER ROAD,HILLSBORO,97123,45.4977,-122.9492
"Glacier Northwest, Inc.",34-2769,34-2769-09-01,9,G1,21480 NW AMBERWOOD DR,HILLSBORO,97124-7080,45.5375,-122.8969
"Tokyo Ohka Kogyo America, Inc.",34-2790,34-2790-SI-01,SI,SI,4600 NW Brookwood Pkwy,HILLSBORO,97124,45.5519,-122.9244
Jireh Semiconductor Incorporated,34-2813,34-2813-ST-01,ST,ST,3131 NE BROOKWOOD PKWY,HILLSBORO,97124,45.5465,-122.9306
"Genentech, Inc.",34-9507,34-9507-SI-01,SI,SI,4625 NW Brookwood Parkway,HILLSBORO,97124-9332,45.5572,-122.9262
"NTT Global Data Centers HI, LLC",34-9508,34-9508-18-01,18,G2,4050 NE Evergreen Road,Hillsboro,97124,45.55,-122.9727
"New Albertsons, Inc.",34-9519,34-9519-23-01,23,G4,888 NE 25TH AVE,HILLSBORO,97124-5975,45.5311,-122.957
Twin Oaks Airpark Inc.,34-9527,34-9527-22-01,22,G5,12405 SW RIVER RD,HILLSBORO,97123-9314,45.4337,-122.9421
"Angel Cleaners, LLC.",34-9534,34-9534-06-01,6,G6,1195 NW 185TH AVE,HILLSBORO,97006-1949,45.5287,-122.8675
Bretthauer Oil Company,34-9549,34-9549-23-01,23,G4,21180 NW AMBERWOOD DR,HILLSBORO,97124-6692,45.5372,-122.8947
Costco Wholesale Corporation,34-9553,34-9553-23-01,23,G4,1259 NE 48TH AVE,HILLSBORO,97124,45.5341,-122.9362
Space Age Fuel Inc,34-9556,34-9556-23-01,23,G4,18544 NW EIDER CT,HILLSBORO,97124,45.5308,-122.868
"Jacksons Food Stores, Inc.",34-9562,34-9562-23-01,23,G4,6950 NE CORNELL RD,HILLSBORO,97124-9076,45.5339,-122.9209
"Jacksons Food Stores, Inc.",34-9568,34-9568-23-01,23,G4,7400 SW BASELINE RD,HILLSBORO,97123-6421,45.5167,-122.9049
Elite Financial Association LLC,34-9569,34-9569-23-01,23,G4,21755 NW IMBRIE DRIVE,HILLSBORO,97124,45.524,-122.9188
Cain Petroleum Incorporated,34-9576,34-9576-23-01,23,G4,7551 SW Tualatin Valley Hwy,Hillsboro,97123,45.52,-123.02
Chevron Products Co,34-9585,34-9585-23-01,23,G4,2281 NW 185TH AVE,HILLSBORO,97124-7075,45.5365,-122.8677
"Progress One, LLC",34-9599,34-9599-23-01,23,G4,373 SE BASELINE ROAD,HILLSBORO,97123,45.5204,-122.9834
"MKT Hillsboro II, LLC",34-9604,34-9604-23-01,23,G4,1729 NE CORNELL RD,HILLSBORO,97123,45.5312,-122.963
"APRO, LLC",34-9608,34-9608-23-01,23,G4,5063 SE TUALATIN VALLEY HWY,HILLSBORO,97123,45.5007,-122.9305
BP Products North America Inc.,34-9621,34-9621-23-01,23,G4,9560 NW GLENCOE RD,HILLSBORO,97124,45.5892,-122.9971
Cain Petroleum Inc.,34-9629,34-9629-23-01,23,G4,833 SE BASELINE ST,HILLSBORO,97123-4205,45.5202,-122.9766
"Jacksons Food Stores, Inc.",34-9639,34-9639-23-01,23,G4,1259 SE TUALATIN VALLEY HWY,HILLSBORO,97123,45.5105,-122.9694
JCS Gas N Grub,34-9647,34-9647-23-01,23,G4,106 SW OAK ST,HILLSBORO,97123,45.5186,-122.9902
HS and HA LLC,34-9670,34-9670-22-01,22,G5,275 SE BASELINE ST,HILLSBORO,97123-4007,45.5201,-122.9925
Regal Cleaners,34-9689,34-9689-06-01,6,G6,"2020 NE CORNELL RD, STE G",HILLSBORO,97124-2772,45.5307,-122.9614
"Fred Meyer Stores, Inc.",34-9694,34-9694-23-01,23,G4,6495 SE TUALATIN VALLEY HWY,HILLSBORO,97123-7482,45.4999,-122.9262
"Fred Meyer Stores, Inc.",34-9701,34-9701-23-01,23,G4,7390 NE Imbrie Dr,Hillsboro,97124,45.5499,-122.904
Ebar Oil Company,13-0024,13-0024-22-01,22,G5,604 N HWY 20,HINES,97738,43.5734,-119.0756
3E LLC,13-0025,13-0025-22-01,22,G5,103 HWY 20 S,HINES,97738,43.5214,-119.0957
"Leathers Enterprises, Incorporated",13-0028,13-0028-22-01,22,G5,1202 OREGON AVE,HINES,97720,43.5763,-119.0722
"Ed Staub and Sons Petroleum, Inc.",13-0030,13-0030-22-01,22,G5,531 HWY. 20 N,HINES,97738,43.5531,-119.0841
"Ed Staub and Sons Petroleum, Inc.",13-0031,13-0031-22-01,22,G5,740 HWY. 20 S,HINES,97738,43.5472,-119.0847
Biodynamics LLC,13-0032,13-0032-ST-01,ST,ST,551 HWY 20 SOUTH,HINES,97738,43.5547,-119.0833
"Mt. Hood Forest Products, LLC",14-0006,14-0006-10-01,10,G3,4865 HWY 35,HOOD RIVER,97031,45.5854,-121.5479
"Devin Hobbs, Inc.",14-0011,14-0011-22-01,22,G5,1691 12TH ST,HOOD RIVER,97031,45.6969,-121.5229
"Windy Corner, Inc.",14-0012,14-0012-22-01,22,G5,1650 TUCKER RD,HOOD RIVER,97031-9681,45.6786,-121.5443
"El Rosal, Inc.",14-0014,14-0014-22-01,22,G5,2375 HWY 35,HOOD RIVER,97031,45.682,-121.5064
Interstate Concrete and Asphalt Company,14-0015,14-0015-09-01,9,G1,2630 OLD COLUMBIA RIVER DR,HOOD RIVER,97031-9523,45.7,-121.4969
Hood River Supply Association,14-9532,14-9532-17-01,17,G1,1995 12TH ST,HOOD RIVER,97031-9535,45.6939,-121.5238
Anderson's Tribute Center,14-9533,14-9533-BS-01,BS,BS,1401 BELMONT AVE,HOOD RIVER,97031-1649,45.6995,-121.5258
"CECO, Inc.",14-9534,14-9534-17-01,17,G1,2660 DOCK RD,HOOD RIVER,97031-1183,45.7115,-121.5227
"Columbia Room, Inc.",14-9536,14-9536-22-01,22,G5,949 E MARINA WAY,HOOD RIVER,97031,45.7114,-121.4989
"Columbia Room, Inc.",14-9537,14-9537-22-01,22,G5,1046 E MARINA WAY,HOOD RIVER,97031-2378,45.7115,-121.5006
Hattenhauer Distributing Co.,14-9539,14-9539-22-01,22,G5,1413 12TH ST,HOOD RIVER,97031-1607,45.7001,-121.5237
Hattenhauer Distributing Co.,14-9540,14-9540-22-01,22,G5,2385 HWY 35,HOOD RIVER,97031,45.6533,-121.5133
Hattenhauer Distributing Co.,14-9541,14-9541-22-01,22,G5,101 N 1ST STREET,HOOD RIVER,97031,45.7117,-121.5116
Hattenhauer Distributing Co.,14-9542,14-9542-22-01,22,G5,3450 CASCADE DR,HOOD RIVER,97031,45.7107,-121.5475
WSCO Petroleum Corp.,14-9544,14-9544-22-01,22,G5,214 FRONT ST,HOOD RIVER,97031,45.7081,-121.5102
"CECO, Inc.",14-9545,14-9545-22-01,22,G5,2555 CASCADE AVE,HOOD RIVER,97031,45.71,-121.5371
Nobi's,14-9548,14-9548-22-01,22,G5,1380 TUCKER RD,HOOD RIVER,97031,45.6791,-121.5293
"Wolf Steel Foundry, Inc.",03-0016,03-0016-SI-01,SI,SI,6160 S WHISKEY HILL RD,HUBBARD,97032-9408,45.1743,-122.7393
Ulven Forging Inc.,03-0083,03-0083-29-01,29,G4,6160 S WHISKEY HILL RD,HUBBARD,97032-9408,45.1743,-122.7393
Robert S. Kim dba Hubbard Chevron,24-0121,24-0121-22-01,22,G5,3574 PACIFIC HWY 99E,HUBBARD,97032,45.1809,-122.8048
Khan Oil LLC,24-9227,24-9227-22-01,22,G5,4515 PACIFIC HWY,HUBBARD,97032-9734,45.187,-122.7995
"McCain Enterprises, Inc.",24-9234,24-9234-22-01,22,G5,3325 PACIFIC HWY,HUBBARD,97032,45.1792,-122.8069
"Marc Nelson Oil Products, Inc.",24-9248,24-9248-22-01,22,G5,1477 HIGHWAY 22,IDANHA,97350,44.6856,-121.9638
Marquis Corp. dba Marquis Spas,27-0001,27-0001-TV-01,TV,TV,596 HOFFMAN RD,INDEPENDENCE,97351-9601,44.8614,-123.1918
"acpi Wood Products, LLC",27-0005,27-0005-TV-01,TV,TV,625 HOFFMAN RD,INDEPENDENCE,97351-9805,44.8638,-123.2063
S.K. Bal LLC dba Circle S Market,27-0021,27-0021-22-01,22,G5,1082 MONMOUTH ST,INDEPENDENCE,97351,44.8513,-123.2001
"Forest River, Inc.",27-8034,27-8034-ST-01,ST,ST,900 WALNUT ST,INDEPENDENCE,97351-2142,44.8609,-123.1884
JNK Incorporated dba Jimmyz Independence Gas & Mini Mart,27-8039,27-8039-22-01,22,G5,178 MONMOUTH ST,INDEPENDENCE,97351,44.8513,-123.1855
Truax Corporation,27-8048,27-8048-22-01,22,G5,1410 MONMOUTH BLVD,INDEPENDENCE,97351,44.8514,-123.2067
Gas Transmission Northwest LLC,25-0026,25-0026-TV-01,TV,TV,GOOSEBERRY RD 4 MI. SW OF IONE,IONE,97843,45.4855,-119.85
Devin Oil Co. Inc.,25-0055,25-0055-22-01,22,G5,300 SE HIGHWAY 730,IRRIGON,97844-7038,45.8945,-119.4976
Hampton's Incorporated,31-0001,31-0001-07-01,7,G3,10506 N. MCALISTER ROAD,ISLAND CITY,97850,45.3417,-118.0438
"Colvin Oil I, LLC dba Jacksonville Chevron",15-9590,15-9590-22-01,22,G5,945 N 5TH ST,JACKSONVILLE,97530,42.3203,-122.9588
Truax Corporation,24-9307,24-9307-22-01,22,G5,187 N 2ND ST,JEFFERSON,97352-9702,44.7183,-123.0102
Ochoco Lumber Company,12-0032,12-0032-ST-01,ST,ST,60339 W HIGHWAY 26 ,JOHN DAY,97845,44.4217,-118.9936
John Day River Veterinary Center,12-0038,12-0038-BS-01,BS,BS,59989 HWY. 26,JOHN DAY,97845,44.4172,-118.9564
"Triangle Oil, Inc.",12-0039,12-0039-17-01,17,G1,760 S CANYON BLVD.,JOHN DAY,97845,44.4077,-118.9495
"Ed Staub and Sons Petroleum, Inc.",12-0044,12-0044-22-01,22,G5,801 W HWY 26,JOHN DAY,97845,44.4205,-118.9761
"Leathers Enterprises, Incorporated",12-0050,12-0050-22-01,22,G5,603 W MAIN,JOHN DAY,97845,44.4196,-118.9601
"Basque Station, Inc.",23-0058,23-0058-22-01,22,G5,801 Main St,Jordan Valley,97910,42.9743,-117.0561
"Paul's Chevron Service, LLC",32-0027,32-0027-22-01,22,G5,300 N MAIN,JOSEPH,97846,45.3545,-117.2294
"Merritt #1, Inc.",24-0123,24-0123-22-01,22,G5,5195 RIVER RD N,KEIZER,97303,44.9999,-123.0266
City of Salem,24-0136,24-0136-SI-01,SI,SI,5915 WINDSOR ISLAND RD N,KEIZER,97303,45.0097,-123.0547
Stonemor Oregon Subsidiary LLC dba Farnstrom Cremation Center,24-9216,24-9216-12-01,12,G1,4365 RIVER RD N,KEIZER,97303-5506,44.9882,-123.0265
"Keizer Shell Food Mart, LLC",24-9223,24-9223-22-01,22,G5,3401 RIVER RD,KEIZER,97303,44.9757,-123.0275
Keizer Food Market LLC,24-9279,24-9279-22-01,22,G5,4495 RIVER RD N,KEIZER,97303-5552,44.9887,-123.0265
Truax Corporation,24-9287,24-9287-22-01,22,G5,6160 RIVER RD N,KEIZER,97303,45.0109,-123.0206
"Ed Staub & Sons Petroleum, Inc.",18-0035,18-0035-22-01,22,G5,15475 HWY 66,KENO,97627,42.126,-121.9308
Gas Transmission Northwest LLC,28-0007,28-0007-TV-01,TV,TV,"WILCOX RD, 18MI S OF GRASS VALLEY",KENT,97033,45.1288,-120.6133
Q Bar X Ranch,17-0001,17-0001-BS-02,BS,BS,900 WEST SIDE RD.,KERBY,97531,42.022,-123.667
"Rogue Truck Body, LLC",17-0120,17-0120-25-01,25,G1,240 FINCH RD.,KERBY,97531,42.194,-123.6518
Klamath Energy LLC,18-0003,18-0003-TV-01,TV,TV,4940 HIGHWAY 97 S ,KLAMATH FALLS,97603-9593,42.1748,-121.8072
"JELD-WEN, Inc.",18-0006,18-0006-TV-01,TV,TV,3303 LAKEPORT BLVD,KLAMATH FALLS,97601,42.2515,-121.8027
"XL Cleaners, Inc.",18-0011,18-0011-R2-04,R2,R2,4806 S 6TH ST,KLAMATH FALLS,97603-4961,42.2064,-121.7286
Collins Products LLC,18-0013,18-0013-TV-01,TV,TV,6410 HIGHWAY 66,KLAMATH FALLS,97601,42.1708,-121.8244
"Columbia Forest Products, Inc.",18-0014,18-0014-TV-01,TV,TV,SOUTH HIGHWAY 97,KLAMATH FALLS,97601,42.1804,-121.8003
Pyramid Cremations,18-0018,18-0018-12-01,12,G1,3539 AVALON STREET,KLAMATH FALLS,97603,42.19,-121.72
Oil Re-Refining Company,18-0020,18-0020-SI-01,SI,SI,1291 LAVERNE AVE,KLAMATH FALLS,97603-4563,42.1922,-121.7677
"Electro Scientific Industries, Inc.",18-0022,18-0022-SI-01,SI,SI,4700 ESI WAY,KLAMATH FALLS,97601,42.2725,-121.7981
Castel's Southside LLC,18-0027,18-0027-22-01,22,G5,5735 ALTAMONT Drive,KLAMATH FALLS,97603,42.1737,-121.7474
"Ed Staub and Sons Petroleum, Inc.",18-0037,18-0037-22-01,22,G5,4449 HOMEDALE RD,KLAMATH FALLS,97603,42.1853,-121.7222
Ray's Market #2,18-0038,18-0038-22-01,22,G5,4237 GREENSPRINGS DR,KLAMATH FALLS,97601,42.1903,-121.8102
Pilot Travel Centers LLC,18-0039,18-0039-22-01,22,G5,3817 N HIGHWAY 97,KLAMATH FALLS,97601,42.2555,-121.7997
"Washburn Auto Care, Inc.",18-0040,18-0040-22-01,22,G5,3320 WASHBURN WAY,KLAMATH FALLS,97603-4530,42.184,-121.7573
ISA Enterprises Campus Inc,18-0044,18-0044-22-01,22,G5,2820 BIEHN ST,KLAMATH FALLS,97601,42.2481,-121.7917
"Klamath Veterinary Services, Inc.",18-0053,18-0053-BS-01,BS,BS,6360 S 6TH ST,KLAMATH FALLS,97603-7110,42.205,-121.7107
"Sky Lakes Medical Center, Inc.",18-0056,18-0056-11-01,11,G2,2865 DAGGETT AVE,KLAMATH FALLS,97601-1106,42.2526,-121.7867
Knife River Corporation - Northwest,18-0070,18-0070-09-01,9,G1,4815 TINGLEY LN,KLAMATH FALLS,97603,42.1871,-121.7679
"Imerys Perlite USA, Inc.",18-0078,18-0078-SI-01,SI,SI,5855 WASHBURN WAY,KLAMATH FALLS,97603-9634,42.1709,-121.755
"Ardent Mills, LLC",18-0080,18-0080-13-01,13,G1,20201 HIGHWAY 97 S,KLAMATH FALLS,97603,42.0414,-121.8704
"Davenport's Chapel of the Good Shepherd, Inc.",18-0081,18-0081-12-01,12,G1,2680 MEMORIAL DR,KLAMATH FALLS,97601,42.1968,-121.789
"Panel Processing of Oregon, Inc.",18-0086,18-0086-10-01,10,G3,3033 MEMORIAL DRIVE,KLAMATH FALLS,97603,42.189,-121.7876
"O'Hair & Riggs Funeral Services, Inc.",18-0088,18-0088-BS-01,BS,BS,2680 MEMORIAL DR,KLAMATH FALLS,97601,42.198,-121.7881
173d Fighter Wing Oregon Air National Guard,18-0097,18-0097-SI-01,SI,SI,VANDENBURG DRIVE,KLAMATH FALLS,97603,42.1919,-121.7241
Tracks to Heaven Pet Cremation,18-9503,18-9503-12-01,12,G1,2818 LAVERNE AVE,KLAMATH FALLS,97603-7241,42.1921,-121.7548
Ezell Suty Fuel Incorporated,18-9506,18-9506-17-01,17,G1,2360 S 6TH ST,KLAMATH FALLS,97601,42.2129,-121.7607
AMA Mini Mart Inc.1,18-9509,18-9509-22-01,22,G5,7255 S 6TH ST,KLAMATH FALLS,97603,42.1983,-121.7014
"AMA Mini Mart, Inc.",18-9510,18-9510-22-01,22,G5,5350 HWY 97,KLAMATH FALLS,97603,42.2768,-121.8125
"AMA Mini Mart, Inc. 1",18-9511,18-9511-22-01,22,G5,522 S. 6TH STREET,KLAMATH FALLS,97601,42.2217,-121.7795
Prems Gas and Mini Mart Inc,18-9512,18-9512-22-01,22,G5,2566 S 6TH ST,KLAMATH FALLS,97601-4344,42.2114,-121.7578
TRMC Retail LLC,18-9513,18-9513-22-01,22,G5,5400 SOUTH 6TH STREET,KLAMATH FALLS,97603,42.2064,-121.7226
"Ed Staub and Sons Petroleum, Inc.",18-9519,18-9519-22-01,22,G5,3303 WASHBURN WAY,KLAMATH FALLS,97601,42.1968,-121.7566
"Ed Staub and Sons Petroleum, Inc.",18-9520,18-9520-22-01,22,G5,3620 N HWY 97,KLAMATH FALLS,97601,42.2539,-121.7967
"Ed Staub and Sons Petroleum, Inc.",18-9521,18-9521-22-01,22,G5,3730 HWY 97N,KLAMATH FALLS,97601,42.2551,-121.7983
"Ed Staub and Sons Petroleum, Inc.",18-9522,18-9522-22-01,22,G5,5800 S 6TH ST,KLAMATH FALLS,97601,42.2062,-121.7161
"Ed Staub and Sons Petroleum, Inc.",18-9523,18-9523-22-01,22,G5,978 S SPRING ST,KLAMATH FALLS,97601-6274,42.2186,-121.7731
Worden Truck Stop Inc.,18-9524,18-9524-22-01,22,G5,19777 Highway 97 S,Klamath Falls,97603,42.0461,-121.8663
"Fred Meyer Stores, Inc.",18-9527,18-9527-22-01,22,G5,2655 SHASTA WAY,KLAMATH FALLS,97603-4455,42.2138,-121.7568
Klamath Falls Kampground Inc,18-9528,18-9528-22-01,22,G5,3435 SHASTA WAY,KLAMATH FALLS,97603-4443,42.2138,-121.7466
Truax Corporation,18-9529,18-9529-22-01,22,G5,4315 S 6TH ST,KLAMATH FALLS,97603-4863,42.2068,-121.7359
"Colvin Oil I, LLC",18-9530,18-9530-22-01,22,G5,3434 S 6TH ST,KLAMATH FALLS,97601,42.2062,-121.7466
"Colvin Oil I, LLC",18-9531,18-9531-22-01,22,G5,2104 S 6TH ST,KLAMATH FALLS,97601,42.2148,-121.7632
Oregon Avenue Food Mart,18-9534,18-9534-22-01,22,G5,2075 OREGON AVE,KLAMATH FALLS,97601,42.2388,-121.7913
"Ed Staub and Sons Petroleum, Inc.",18-9543,18-9543-17-01,17,G1,977 S SPRING ST,KLAMATH FALLS,97601-6273,42.2187,-121.773
"Woodgrain Millwork, Inc.",31-0002,31-0002-TV-01,TV,TV,62621 HWY 82,LA GRANDE,97850,45.3277,-118.0213
"R. D. Mac, Inc.",31-0008,31-0008-09-01,9,G1,60831 MCALISTER RD,LA GRANDE,97850-5247,45.3079,-118.0451
"R. D. Mac, Inc.",31-0009,31-0009-08-01,8,G2,60831 MCALISTER RD,LA GRANDE,97850-5247,45.3079,-118.0451
"Woodgrain Millwork, Inc.",31-0011,31-0011-ST-01,ST,ST,1917 JACKSON AVE,LA GRANDE,97850,45.33,-118.08
"Eagle Carriage & Machine, Inc.",31-0017,31-0017-25-01,25,G1,62500 COMMERCE RD,LA GRANDE,97850-8719,45.3473,-118.04
Eastern Oregon University,31-0026,31-0026-11-01,11,G2,1 UNIVERSITY BLVD,LA GRANDE,97850-2807,45.3182,-118.086
Hexion Inc.,31-0028,31-0028-ST-01,ST,ST,62575 Oregon Hwy 82,La Grande,97850,45.3495,-118.0325
Loveland Funeral Chapel,31-9502,31-9502-12-01,12,G1,1508 4TH ST,LA GRANDE,97850-2504,45.3247,-118.0965
"Byrnes Oil Company, Inc.",31-9504,31-9504-17-01,17,G1,804 21ST ST,LA GRANDE,97850,45.3185,-118.0744
"A & B Enterprises, Inc.",31-9505,31-9505-17-01,17,G1,10402 W 1ST ST,LA GRANDE,97850,45.3413,-118.0491
"Jacksons Food Stores, Inc.",31-9506,31-9506-22-01,22,G5,2706 ISLAND AVE,LA GRANDE,97850-9495,45.3327,-118.0686
